source_learner_id,age,sex,learning_level,modality,is_re_enrollee,distance_km,target_not_completed,is_synthetic,monthly_income,occupation
ALS_01492,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,0,False,21638.07,Formal Employment
ALS_01500,15,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,9824.13,Self-Employed / Business Owner
ALS_01501,14,MALE,ELEMENTARY,FACE_TO_FACE,0.0,,0,False,10605.92,Self-Employed / Business Owner
ALS_01502,32,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,8498.92,Informal / Contractual Worker
ALS_01504,11,FEMALE,BLP,FACE_TO_FACE,0.0,,1,False,4829.66,Retired / Pensioner
ALS_01505,52,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,50.23,1,False,7328.5,Formal Employment
ALS_01507,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,8604.1,Self-Employed / Business Owner
ALS_01511,48,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,6076.72,Informal / Contractual Worker
ALS_01512,15,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,4809.14,Unemployed / No Income
ALS_01513,50,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,7779.4,Retired / Pensioner
ALS_01515,16,MALE,ELEMENTARY,FACE_TO_FACE,0.0,,1,False,8862.27,Unemployed / No Income
ALS_01516,15,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,12531.77,Retired / Pensioner
ALS_01518,24,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,8364.12,OFW (Overseas Filipino Worker)
ALS_01519,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,6791.06,OFW (Overseas Filipino Worker)
ALS_01520,18,MALE,ELEMENTARY,FACE_TO_FACE,0.0,,1,False,9724.89,Informal / Contractual Worker
ALS_01522,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.42,1,False,12409.4,Other
ALS_01523,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.42,1,False,11910.77,Formal Employment
ALS_01525,40,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,0.42,1,False,6539.19,Retired / Pensioner
ALS_01533,15,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,7668.62,Formal Employment
ALS_01536,41,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,20522.32,Other
ALS_01546,17,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,0.42,1,False,6361.14,Self-Employed / Business Owner
ALS_01559,35,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,18069.07,Self-Employed / Business Owner
ALS_01579,19,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,21280.68,Informal / Contractual Worker
ALS_01606,36,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,6906.79,Self-Employed / Business Owner
ALS_01637,30,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,10567.5,Informal / Contractual Worker
ALS_01638,32,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,7223.18,OFW (Overseas Filipino Worker)
ALS_01640,15,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,25196.41,Unemployed / No Income
ALS_01641,28,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,13352.71,Self-Employed / Business Owner
ALS_01643,17,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,9642.18,Unemployed / No Income
ALS_01644,47,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,9396.81,Formal Employment
ALS_01645,37,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,13972.91,OFW (Overseas Filipino Worker)
ALS_01647,24,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,9791.66,Other
ALS_01648,24,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,12010.02,Other
ALS_01649,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,13505.68,Informal / Contractual Worker
ALS_01655,33,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,21899.02,Informal / Contractual Worker
ALS_01662,35,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,7209.9,Self-Employed / Business Owner
ALS_01667,28,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,6275.48,Unemployed / No Income
ALS_01668,28,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,20634.45,OFW (Overseas Filipino Worker)
ALS_01669,17,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,4505.75,Informal / Contractual Worker
ALS_01671,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,8848.56,Informal / Contractual Worker
ALS_01672,23,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,14798.77,Unemployed / No Income
ALS_01687,18,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,3941.68,Unemployed / No Income
ALS_01694,36,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,7021.38,Unemployed / No Income
ALS_01695,14,MALE,ELEMENTARY,FACE_TO_FACE,1.0,,1,False,2835.41,Self-Employed / Business Owner
ALS_01696,20,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,33026.54,Self-Employed / Business Owner
ALS_01697,14,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,8295.11,Informal / Contractual Worker
ALS_01698,28,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,5736.91,Informal / Contractual Worker
ALS_01699,28,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.7,1,False,11551.15,Formal Employment
ALS_01700,17,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,6079.5,Formal Employment
ALS_01701,28,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,10241.18,Unemployed / No Income
ALS_01702,30,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,5883.8,Self-Employed / Business Owner
ALS_01703,34,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,13122.12,Informal / Contractual Worker
ALS_01704,41,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,5350.09,Informal / Contractual Worker
ALS_01705,29,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,7996.39,Unemployed / No Income
ALS_01706,23,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,4477.79,Informal / Contractual Worker
ALS_01707,24,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,8063.6,Informal / Contractual Worker
ALS_01708,21,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,7013.25,Self-Employed / Business Owner
ALS_01709,26,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,3968.43,Informal / Contractual Worker
ALS_01710,26,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,18261.85,Unemployed / No Income
ALS_01711,16,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,0,False,9031.18,Retired / Pensioner
ALS_01712,23,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,6728.01,Formal Employment
ALS_01713,32,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,7396.69,Unemployed / No Income
ALS_01714,24,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,11837.8,Self-Employed / Business Owner
ALS_01715,27,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,4615.48,Self-Employed / Business Owner
ALS_01716,15,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,4325.61,Unemployed / No Income
ALS_01717,38,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,5347.23,OFW (Overseas Filipino Worker)
ALS_01718,18,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.95,0,False,20721.8,OFW (Overseas Filipino Worker)
ALS_01719,21,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,12650.46,Retired / Pensioner
ALS_01720,21,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,4558.53,Informal / Contractual Worker
ALS_01721,27,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,27174.2,Self-Employed / Business Owner
ALS_01722,20,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,8390.99,Unemployed / No Income
ALS_01723,29,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,1.14,0,False,16251.52,Self-Employed / Business Owner
ALS_01724,28,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,5936.4,Formal Employment
ALS_01725,28,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,0,False,8314.22,Informal / Contractual Worker
ALS_01726,22,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,9005.28,Informal / Contractual Worker
ALS_01727,26,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,11183.47,Informal / Contractual Worker
ALS_01728,23,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,9478.49,Formal Employment
ALS_01729,26,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,9905.06,Informal / Contractual Worker
ALS_01730,29,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,5460.31,OFW (Overseas Filipino Worker)
ALS_01731,33,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,7355.58,Informal / Contractual Worker
ALS_01732,21,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,5533.71,Other
ALS_01733,17,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,7142.81,Self-Employed / Business Owner
ALS_01734,16,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,6656.24,Unemployed / No Income
ALS_01735,23,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,0,False,12535.19,Informal / Contractual Worker
ALS_01736,28,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,15234.92,Other
ALS_01737,29,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,8277.84,Retired / Pensioner
ALS_01738,14,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,7581.15,Informal / Contractual Worker
ALS_01739,22,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,6916.67,Self-Employed / Business Owner
ALS_01740,23,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,5179.13,Informal / Contractual Worker
ALS_01741,36,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,4724.36,Unemployed / No Income
ALS_01742,36,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.95,1,False,6723.47,Informal / Contractual Worker
ALS_01743,32,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,13870.42,Informal / Contractual Worker
ALS_01744,18,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,8303.04,Formal Employment
ALS_01745,18,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.95,0,False,10527.88,Self-Employed / Business Owner
ALS_01746,38,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,9550.31,Informal / Contractual Worker
ALS_01747,24,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,5499.09,Unemployed / No Income
ALS_01748,22,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,5071.11,Informal / Contractual Worker
ALS_01749,21,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,6421.11,Unemployed / No Income
ALS_01750,25,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,17165.7,Self-Employed / Business Owner
ALS_01751,15,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.26,0,False,19926.64,OFW (Overseas Filipino Worker)
ALS_01752,25,MALE,ELEMENTARY,BLENDED,1.0,,1,False,12440.54,Unemployed / No Income
ALS_01753,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,7665.46,Self-Employed / Business Owner
ALS_01754,17,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,12298.81,Unemployed / No Income
ALS_01755,32,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,6132.64,OFW (Overseas Filipino Worker)
ALS_01756,30,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,5500.35,Informal / Contractual Worker
ALS_01757,26,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,9479.09,Formal Employment
ALS_01758,27,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,5090.88,Informal / Contractual Worker
ALS_01759,42,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,6571.84,Other
ALS_01760,40,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,16470.0,Retired / Pensioner
ALS_01761,28,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,5420.66,Self-Employed / Business Owner
ALS_01762,31,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,7871.83,Informal / Contractual Worker
ALS_01763,14,MALE,ELEMENTARY,FACE_TO_FACE,0.0,,0,False,9853.8,Self-Employed / Business Owner
ALS_01764,14,MALE,ELEMENTARY,BLENDED,0.0,,0,False,10331.43,Formal Employment
ALS_01765,12,FEMALE,ELEMENTARY,BLENDED,0.0,,0,False,5958.45,Informal / Contractual Worker
ALS_01766,38,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,7367.06,Unemployed / No Income
ALS_01767,32,MALE,BLP,FACE_TO_FACE,1.0,,1,False,11665.51,Self-Employed / Business Owner
ALS_01768,33,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,8389.82,Formal Employment
ALS_01769,23,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,3686.92,Other
ALS_01770,30,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,4413.02,Unemployed / No Income
ALS_01771,22,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,9781.32,Other
ALS_01772,30,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,7201.93,Other
ALS_01774,47,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,5826.78,Unemployed / No Income
ALS_01775,15,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,3793.29,Informal / Contractual Worker
ALS_01776,17,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,0.2,0,False,16682.18,Self-Employed / Business Owner
ALS_01777,16,MALE,ELEMENTARY,BLENDED,1.0,,1,False,8429.29,Self-Employed / Business Owner
ALS_01778,16,MALE,ELEMENTARY,BLENDED,0.0,,1,False,5897.94,Informal / Contractual Worker
ALS_01779,33,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,10443.94,Unemployed / No Income
ALS_01780,26,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,8660.75,Informal / Contractual Worker
ALS_01781,16,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,4723.72,Unemployed / No Income
ALS_01782,30,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,3956.58,Other
ALS_01783,55,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,5599.77,Informal / Contractual Worker
ALS_01784,17,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,8833.79,Unemployed / No Income
ALS_01785,29,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,10412.95,Self-Employed / Business Owner
ALS_01786,16,MALE,ELEMENTARY,FACE_TO_FACE,1.0,,1,False,2834.82,Other
ALS_01787,14,MALE,ELEMENTARY,FACE_TO_FACE,1.0,,1,False,14462.96,OFW (Overseas Filipino Worker)
ALS_01788,36,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,8378.87,Informal / Contractual Worker
ALS_01789,17,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,6267.8,Self-Employed / Business Owner
ALS_01790,28,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,2785.52,Informal / Contractual Worker
ALS_01791,18,MALE,ELEMENTARY,BLENDED,1.0,,1,False,4406.67,Self-Employed / Business Owner
ALS_01792,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,13055.78,Informal / Contractual Worker
ALS_01793,15,MALE,ELEMENTARY,FACE_TO_FACE,0.0,,1,False,7583.78,Formal Employment
ALS_01794,48,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,7697.96,Informal / Contractual Worker
ALS_01795,23,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,6200.01,Unemployed / No Income
ALS_01796,19,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,5739.47,Informal / Contractual Worker
ALS_01797,14,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,6221.26,Unemployed / No Income
ALS_01798,23,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,11393.42,Other
ALS_01799,29,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,14102.63,Other
ALS_01800,24,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,0,False,13830.4,OFW (Overseas Filipino Worker)
ALS_01801,16,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,11218.71,Self-Employed / Business Owner
ALS_01802,12,MALE,BLP,FACE_TO_FACE,1.0,,1,False,10063.21,Unemployed / No Income
ALS_01803,12,MALE,BLP,FACE_TO_FACE,0.0,,1,False,6534.21,Retired / Pensioner
ALS_01804,12,FEMALE,BLP,FACE_TO_FACE,1.0,,1,False,8963.81,Retired / Pensioner
ALS_01805,12,FEMALE,BLP,FACE_TO_FACE,0.0,0.63,1,False,15921.64,Unemployed / No Income
ALS_01806,14,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,11365.4,OFW (Overseas Filipino Worker)
ALS_01807,26,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,14476.69,Unemployed / No Income
ALS_01808,34,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,3720.27,Self-Employed / Business Owner
ALS_01809,19,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,2792.28,Unemployed / No Income
ALS_01810,24,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,11048.11,Unemployed / No Income
ALS_01811,17,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,6912.63,Formal Employment
ALS_01812,44,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,10408.46,Informal / Contractual Worker
ALS_01813,34,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,2000.0,Self-Employed / Business Owner
ALS_01814,19,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,10836.89,Informal / Contractual Worker
ALS_01815,19,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,12896.38,Informal / Contractual Worker
ALS_01816,31,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,8750.65,Informal / Contractual Worker
ALS_01817,28,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,7980.78,Other
ALS_01818,31,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,3475.38,Informal / Contractual Worker
ALS_01819,31,MALE,ELEMENTARY,MODULAR,1.0,,1,False,12767.58,Self-Employed / Business Owner
ALS_01820,21,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,26228.6,Other
ALS_01821,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,16181.92,Self-Employed / Business Owner
ALS_01822,36,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,27182.96,Informal / Contractual Worker
ALS_01823,23,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,7613.83,Unemployed / No Income
ALS_01824,15,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,8040.1,Informal / Contractual Worker
ALS_01825,25,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,11042.61,Unemployed / No Income
ALS_01826,29,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,4194.06,Self-Employed / Business Owner
ALS_01827,15,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,0,False,16874.12,Informal / Contractual Worker
ALS_01828,15,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,1.89,0,False,18435.12,Formal Employment
ALS_01829,15,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,5692.77,Informal / Contractual Worker
ALS_01830,16,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,10613.14,Unemployed / No Income
ALS_01831,35,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,8602.53,Unemployed / No Income
ALS_01832,29,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,5717.72,Other
ALS_01833,15,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,0,False,10132.09,Formal Employment
ALS_01834,18,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,7132.61,OFW (Overseas Filipino Worker)
ALS_01835,19,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,4071.49,Unemployed / No Income
ALS_01836,22,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,0,False,12800.23,Other
ALS_01837,20,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,6143.39,Unemployed / No Income
ALS_01838,21,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,13120.0,Informal / Contractual Worker
ALS_01839,31,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,5451.91,Informal / Contractual Worker
ALS_01840,35,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,5188.25,Other
ALS_01841,24,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,6030.86,Informal / Contractual Worker
ALS_01842,22,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,4106.12,Unemployed / No Income
ALS_01843,25,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,10444.37,Informal / Contractual Worker
ALS_01844,34,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,3449.82,OFW (Overseas Filipino Worker)
ALS_01845,21,FEMALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,4663.94,Formal Employment
ALS_01846,32,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,8456.88,Self-Employed / Business Owner
ALS_01847,30,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,2728.81,Self-Employed / Business Owner
ALS_01849,36,MALE,ELEMENTARY,MODULAR,0.0,,1,False,15988.32,Informal / Contractual Worker
ALS_01850,36,MALE,ELEMENTARY,MODULAR,0.0,,1,False,14552.18,Self-Employed / Business Owner
ALS_01851,15,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,7646.13,Unemployed / No Income
ALS_01852,14,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,13958.75,Self-Employed / Business Owner
ALS_01853,43,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,8706.98,Informal / Contractual Worker
ALS_01854,21,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,10314.44,Informal / Contractual Worker
ALS_01855,17,MALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,13400.68,Informal / Contractual Worker
ALS_01856,17,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,22925.03,Formal Employment
ALS_01857,31,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,1.0,,1,False,8554.9,Informal / Contractual Worker
ALS_01858,25,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,1.0,,1,False,25094.17,Self-Employed / Business Owner
ALS_01859,22,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,13367.77,Unemployed / No Income
ALS_01860,15,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,17208.28,Self-Employed / Business Owner
ALS_01861,15,MALE,JUNIOR_HIGH_SCHOOL,BLENDED,0.0,,1,False,7839.19,Informal / Contractual Worker
ALS_01862,35,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,9337.53,Self-Employed / Business Owner
ALS_01863,29,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,23826.69,Formal Employment
ALS_01864,37,FEMALE,JUNIOR_HIGH_SCHOOL,MODULAR,0.0,,1,False,5648.14,Other
ALS_01865,28,FEMALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,1.0,,1,False,4195.93,OFW (Overseas Filipino Worker)
ALS_01866,21,MALE,BLP,FACE_TO_FACE,0.0,,1,False,24461.17,Self-Employed / Business Owner
ALS_01867,19,MALE,JUNIOR_HIGH_SCHOOL,FACE_TO_FACE,0.0,,1,False,2742.46,Informal / Contractual Worker
